y_arma11,y_arma14,y_arma41,y_arma22,y_arma50,y_arma02,y_arma11c,y_arma14c,y_arma41c,y_arma22c,y_arma50c,y_arma02c
4.576394942912266117e+00,9.426496451287436074e-01,-3.019032842906256064e+00,1.798851426301030676e+00,1.871164952159827033e+00,2.498610384954699781e-01,4.798982163132473389e+00,5.230029489935797749e+00,-5.885922879260423457e+00,5.282686299998096580e+00,3.374482995803665730e+00,4.608386496870978455e+00
4.163200436344271615e+00,2.165441207107301036e+00,-2.376162131368675379e+00,-1.205931204947915392e-01,1.637935602027619009e+00,2.460981688298094383e+00,3.263146420542350601e+00,4.191488902458624821e+00,-1.815598761535369476e+00,6.212258418129863458e+00,3.817028694278706613e+00,3.317411050370447256e+00
3.928017036429528375e+00,1.333673631104954627e+00,-6.458178088186522503e-02,-2.614809517409371509e+00,5.404482446485152636e-01,9.982797489639411159e-01,1.248171468675098428e+00,4.857115197313684796e+00,2.164447559332584703e+00,6.784390463654808912e+00,3.026009329226857947e+00,4.269082725882513252e+00
3.342461135564160024e+00,1.813969413192767943e+00,1.271570493954519376e+00,-3.241552141702179313e+00,-4.107566534691114990e-01,4.554059273203925340e-01,1.474089932010938409e+00,5.396862418488867164e+00,-1.335624732277542748e-01,2.423500390873732258e+00,2.723503842105398753e+00,5.101459630326847794e+00
1.799652716973078714e+00,6.944756218125076597e-01,-4.194005994748716826e-01,-1.083790345331669958e-02,6.616246977677708863e-03,-1.257618932044302529e+00,3.330856688646777641e+00,4.323617273943576755e+00,-3.618646261984716617e+00,1.108704578913732419e+00,2.418932105367774810e+00,5.699769803981489247e+00
1.672723233610053040e+00,-4.900712705065484592e-02,-2.612987182637256378e+00,3.631112288887047956e+00,-1.299422808443319033e-01,-2.561113511042099944e+00,5.022410746851131869e+00,5.238189687817999207e+00,-5.493461308644604912e+00,5.161521639309378351e+00,1.877491626970969385e+00,4.035544796621502783e+00
1.611958406255827869e+00,-3.091732562761747571e-01,-2.765880768238858867e+00,2.818067235798883186e+00,-2.986442384781843873e-01,-9.983095628402852695e-01,7.515330779140204420e+00,6.175506103179614570e+00,-1.835135034308899904e+00,4.823193971936775348e+00,2.719501996436998859e+00,4.329517824313737329e+00
-3.032516886443232806e-01,-5.896004093191060669e-01,2.372919865267558714e-01,-5.532374295282154186e-01,-3.508148009550304258e-01,9.537541883800372267e-01,7.701903546473513273e+00,6.350400019395164186e+00,9.933807002980103995e-01,3.613308445084823628e+00,3.691216874039355833e+00,4.982059011101596546e+00
-1.337959007393631605e+00,-1.002276626933851666e+00,9.579227200033104683e-01,-1.678868230406534767e+00,1.037460164619667724e+00,1.764842439121176110e+00,7.461032443895634358e+00,5.762777110943723358e+00,5.819435959838257233e-01,2.926436880405554497e+00,3.826542669273639952e+00,4.704638029968001511e+00
-1.233022460530211362e+00,-5.743711226531966751e-02,-1.380807697986606186e+00,-3.842982498171382044e+00,-3.134900402257079222e-01,-1.635880325408218816e+00,6.701998499399708820e+00,6.226440851859729619e+00,-2.691285694757140412e+00,5.804829449411999853e+00,1.525138823745268990e+00,3.493815860942671936e+00
-1.865205496337602131e+00,1.431710762843489970e+00,-2.718995054907896503e+00,-4.593443294069448513e+00,-1.383122156873124453e+00,1.309052096583117608e-01,2.337293587335182110e+00,6.260320734918286334e+00,-2.818298318179969009e+00,5.260742496647727862e+00,3.769612237166608537e-01,5.288363853086943678e+00
-2.206628938695722297e+00,1.551514493449068777e+00,-2.413132556106665660e+00,1.178316695476375520e+00,1.457335410974213152e-01,1.204115957202990028e+00,4.698235367745162705e-02,4.896590014458261031e+00,-1.378430015980652179e+00,3.170740511370718551e+00,2.494619471374078135e+00,6.962789005562388667e+00
-1.860135976104381417e+00,1.798906615382426022e+00,1.434350091326882515e+00,5.291584491944156809e+00,6.768586675674830300e-01,2.077446917403265036e-01,2.813578563378360542e-01,4.655291061699078803e+00,-8.382086229604519545e-01,3.621502355422674846e+00,2.593844517273804939e+00,1.607291002811817471e+00
-3.124042680743386313e-01,7.577307867890251680e-01,2.121353399933311845e+00,1.350895633914932281e+00,-2.789513697782862178e-01,6.753067582859945128e-02,5.177064883997037903e-01,4.187754565173992916e+00,-5.103936229277277192e-01,4.061669028788871039e+00,4.315741458371293859e-01,2.824313347012796793e+00
1.130011797480357849e+00,-8.391072593324183648e-01,-4.237611371298919405e-01,-1.933216574495729256e+00,2.742387868777405036e-01,-2.994752019428656986e-01,2.576689234901710535e+00,4.197275424097892227e+00,-2.993473679205946425e+00,4.366762917006224320e+00,4.797295118434252714e-01,5.492514421382309386e+00
6.013461290273439674e-01,-7.688129699543496676e-01,-4.897451212908877416e+00,-2.480162142973378891e+00,2.630291790748110259e+00,-6.105555302220355696e-02,2.831441988274062460e+00,4.603751886326594267e+00,-4.760866155975504554e+00,4.405816125861661270e+00,3.255181258612026340e+00,4.946983860710324699e+00
1.826389000794743867e+00,1.360554260325545606e+00,-2.665441211971080637e+00,-2.956296864889385922e+00,2.293554557599212451e+00,-3.452188178759939552e-01,4.107295149898662956e+00,3.829840697084754275e+00,-5.231379965522782172e+00,3.965474815393268848e+00,4.403908204209738386e+00,3.258035887312124679e+00
1.394651957441010781e+00,2.188037568200167815e+00,3.918724289346340317e-01,1.396245913849412656e-01,1.029139151119064621e+00,3.966988293802046206e-01,4.213206276829068564e+00,2.317514670608773919e+00,-2.288681983437580669e+00,4.481009799782624370e+00,3.195088291628812360e+00,6.864843505746224928e+00
1.317933650233626075e+00,6.196489704735804738e-01,5.453711560110501289e-01,2.872940919956571193e+00,-2.861319974669730426e-01,-4.446493412264039269e-01,5.341245468866937074e+00,2.402731574217447097e+00,-5.277416786616697664e-01,4.779774807980386342e+00,4.143791484593146279e+00,5.334646907298598251e+00
2.078369651602372858e+00,1.055758634535370666e+00,-3.462383431273311274e+00,1.678371156089661920e+00,1.137865298635378108e+00,-6.250099977772415327e-01,7.340207577136370176e+00,3.994784883241460527e+00,-1.744308929395895547e+00,3.878048144569627986e+00,5.605253434021879144e+00,2.521198941506532343e+00
3.149956991405951090e-01,3.999108922925000975e-01,-3.508493449203125003e+00,-1.183807484020850787e+00,2.048243675682622555e+00,-1.041283196264988664e+00,8.555754908569184636e+00,5.741224396017981846e+00,-4.554342668069114808e+00,6.039359007999831164e+00,7.062085973272534289e+00,4.566203609589495116e+00
-1.335484915511098825e+00,-9.496044867575319515e-01,-2.101464349861162262e+00,-6.019396382394653910e-01,2.167658385589843473e+00,1.143199269311364175e+00,8.813808214112786033e+00,5.019559988327137567e+00,-6.275070551017204679e+00,6.788630174725600597e+00,5.175258844591393625e+00,3.385675944182517050e+00
-1.762311053362322077e+00,1.495196654900621480e+00,-6.786751093886460584e-01,1.226921069235455297e+00,1.144931843234056057e+00,2.092742335952447963e+00,7.687264647442435539e+00,2.181909398040426940e+00,-3.808404812229323255e+00,3.953596456987713559e+00,6.473631774814190720e+00,5.310460369457939755e+00
-1.242235850301085520e+00,4.067472821829554164e-01,-1.266287029602956693e+00,-4.473018400253331306e-01,1.520755709265585010e+00,-9.731500771403120975e-01,5.208368016111156074e+00,3.098806325055673216e+00,-3.095765099554673938e+00,4.673366002556873511e+00,7.936264835799946127e+00,6.124787052766116346e+00
-1.047907593483522248e+00,-2.688763226369760506e+00,-3.113089820761621773e+00,-2.512693119715510015e-01,1.846380876804381677e+00,-2.282894962031603470e+00,5.906650769498869025e+00,7.191220081857573554e+00,-2.519878654915281402e+00,6.553610623994441831e+00,8.380986906793040703e+00,3.584350310865875411e+00
-1.844627464125473404e-01,1.122766995630271047e-01,-4.121025287637391621e+00,1.797875294197349483e+00,1.585009272754673182e+00,6.660819244520836957e-01,6.893875111118499710e+00,6.874602615116323534e+00,-4.767729824381190085e+00,6.979311980368485102e+00,6.773564231786926904e+00,6.240392836728278603e+00
-1.553126461549380499e+00,1.428128698225768156e+00,-3.387762219870578129e+00,-5.811216978785013199e-01,2.980713220670671015e-01,1.450360386619919950e-01,5.111534095669602706e+00,4.052598079611519744e+00,-4.344976218930746370e+00,5.539882879186871278e+00,5.024728618775607281e+00,4.627643543827098860e+00
-3.994786779790023168e+00,-3.030500860844554722e+00,-1.574365772133774488e+00,-2.334190637396902357e+00,1.041007653499785857e-01,5.435714176373549478e-01,5.284802151532128178e+00,5.099647470951653716e+00,-3.371047890540608272e+00,2.211015009308235690e+00,6.168632169582965119e+00,4.081638605238643080e+00
-4.951401337488436916e+00,-4.281597413464874435e+00,-1.446965890712374803e+00,-1.532118915967320305e+00,9.840892849850390034e-01,1.695384535337644216e+00,5.045181307419701611e+00,6.578181144299732885e+00,-1.598630209145178505e+00,2.396734116344834131e+00,8.386117100329082419e+00,6.105214003038710757e+00
-3.768335176734624703e+00,2.821499338348825159e-01,-3.841967183343979908e+00,1.219078443502037423e+00,3.382258767711604719e+00,-3.293032198175086522e-01,5.688952638614140689e+00,5.508928573275908569e+00,-3.851911527026880222e+00,4.279345597822666214e+00,7.042749744856436678e+00,2.811021302569785441e+00
-2.000378725346092956e+00,1.721205612915869709e+00,-4.147184173872245694e+00,1.613977079281301741e+00,1.245829365421335488e+00,-3.110864252931751506e-01,6.006974816112244930e+00,5.176304910092258460e+00,-5.261539750925154024e+00,4.346664796174861678e+00,5.904321977862433179e+00,4.917188698982512207e+00
-1.529114688558853796e+00,-5.520735524876592137e-01,-2.656566963244266777e+00,-6.190376217729887109e-02,8.875057108964315988e-01,-1.866651543240889222e-01,4.284550674581560692e+00,5.405435297673074402e+00,-4.775343473267573913e+00,3.799120905352531885e+00,7.318339719949468858e+00,4.545836912879165581e+00
-1.382077426139134202e+00,-1.460745776425036890e+00,-2.296335121286509073e-01,2.238441972820927328e-01,1.636529721440337148e+00,-6.973505035377320915e-01,4.318230763979286735e+00,4.610885275325962596e+00,-4.158230463276119337e+00,2.544854833773063874e+00,7.518444240314048344e+00,2.399475115996510866e+00
-9.776006139457309452e-01,-1.267066756597080124e+00,7.938082447649477125e-01,-1.413220720731109603e+00,2.171566498567953474e+00,-2.290059544218771670e+00,5.087184242756512376e+00,4.886844020442945968e+00,-2.652016073078577563e+00,3.729252890668482756e+00,4.806585388871521758e+00,5.511388409605797456e+00
-1.302065558268684420e+00,-4.226338953756406114e-01,-1.123615705427960965e+00,-9.783303329218313582e-01,1.007122282374927735e+00,2.021121699101357638e+00,5.785845498026464639e+00,7.340906335593324172e+00,-3.094773528188479617e+00,8.037933946174717903e+00,4.708212886471146774e+00,5.125970724634678177e+00
-1.605904370796716885e+00,-1.232593778691533970e+00,-4.337633722520346069e+00,2.543933438651938550e-01,2.444625552455861772e+00,1.588729289098186337e+00,3.946041794826312454e+00,6.208758917985891301e+00,-4.361938518167198353e+00,5.252633179210799419e+00,4.261297571469822465e+00,3.252001104075056492e+00
-1.367407857803576876e+00,4.737473641267302416e-01,-2.935007695235578140e+00,-1.540156451526306203e+00,3.867695856989417535e+00,-2.178328585195230538e+00,4.309242335980648875e+00,2.485156214386876172e+00,-4.796033594615051854e+00,3.794170355583786236e+00,5.729969752339677314e+00,4.005477881434223342e+00
-2.255653640435242302e+00,2.505874133578036123e+00,8.426518445301535432e-02,-1.024343935297204800e+00,2.751911341281242152e+00,2.095966177392705743e-01,4.137847859460531019e+00,3.843512617322950575e+00,-3.612947540317437145e+00,3.221189136472135672e+00,5.671551942901556842e+00,3.375065468211977837e+00
-3.921030993293422640e+00,1.630507909858670834e-01,9.695086723449175548e-01,1.016718128066200100e+00,9.242379484877115692e-01,7.640466204237250647e-02,3.887114122371945868e+00,7.938872834349187890e+00,-3.930522720000167780e+00,2.642365263037671497e-01,5.839611272192583691e+00,2.237288727564263002e+00
-1.936331010084744397e+00,-1.525296869443791614e+00,-1.887927094574153530e+00,2.889296467732927809e+00,6.674888846926972930e-01,-2.226209497065793741e+00,5.147626517807525559e+00,8.101203583561597199e+00,-4.036529054131140271e+00,1.460043503492038042e+00,4.555431949381168799e+00,5.518934066493400792e+00
1.089177159792090732e-01,-1.480781935838115571e+00,-2.662620779159475592e+00,1.034614556451587619e+00,1.577832789279951964e+00,-8.318449178559828017e-01,4.720014009671788635e+00,6.953736907057773919e+00,-4.647597512732412284e+00,5.850995166966205474e+00,3.801198928568325641e+00,3.967097800413919018e+00
8.857813357540065269e-01,1.626430617356565023e+00,-1.705199505776184621e+00,-3.030289740963192813e+00,2.396803525729377604e+00,1.417714739066025853e+00,5.888658474261237785e+00,5.147574616784824642e+00,-4.378121367908963890e+00,6.743064673446346191e+00,5.278554693669795128e+00,2.382535524532037208e+00
1.379769462219410325e+00,2.641558084995923483e+00,1.825251076082315738e+00,-7.221922592021288168e-01,2.285832806744356738e+00,2.454150858434434923e+00,8.429248908043021515e+00,5.832642052619546824e+00,-4.493401982967590413e+00,7.640750679033470050e+00,7.192202538343089202e+00,3.930856752560546674e+00
2.535850865204160254e+00,1.747903449949556043e+00,2.352021208472720559e+00,3.861460703360300784e+00,1.219586203910399957e+00,2.687019828144873168e-01,7.327886179081454010e+00,5.419198983552933058e+00,-3.686637380756415894e+00,7.427129093163848950e+00,7.238967956017155814e+00,5.079134620182847115e+00
1.918686482430989937e+00,1.901521804749375377e-01,-2.233122763915323938e-01,3.527070754360397853e+00,4.868582213573210415e-01,-1.998178446545642029e+00,6.021843205344657335e+00,4.060183028189632282e+00,-1.173286360505831460e+00,3.527551104234933455e+00,5.874570741275926267e+00,8.095694785062841348e+00
9.834708323740255498e-01,-1.767532034523958906e+00,-2.275029374245874259e+00,-6.330186885629789373e-01,4.817738872638802627e-01,-1.738891492324635024e+00,4.938549126197735895e+00,4.321312469822547797e+00,-2.291676683720837104e+00,3.359429581762446659e+00,6.659601894279155054e+00,4.369361129868212679e+00
1.130922016234996885e+00,3.501437177607990003e-01,-2.197358340644391950e-01,-1.733438673028740773e+00,-4.798647781829542547e-01,-9.449763468903303598e-02,4.346695488232400706e+00,3.764062693634334877e+00,-4.867940086837689861e+00,3.469323980260952567e+00,8.250621485366245622e+00,3.199225863983878870e+00
1.987774937541078035e-01,1.621324503807580752e+00,1.471824066182197965e+00,-1.574909450028733282e+00,-1.444874973655196015e+00,1.828513539814531796e+00,4.486520860130791988e+00,5.335209395860640136e+00,-6.103478888992684759e+00,5.295324495597192538e+00,5.824635096502237985e+00,5.422301366413537771e+00
1.181252098985606569e+00,4.134968344910459059e+00,-3.613664434624985766e-02,-1.855481006435167224e+00,-1.404220683081923049e+00,-6.819517137232335990e-01,5.418137778231014501e+00,7.113217943178534064e+00,-3.589890359574850365e+00,8.317154553906529912e+00,5.537201981927316830e+00,3.586261854092550827e+00
1.856101904956906079e+00,3.925455888329151044e+00,-1.552381011240772102e+00,1.217705537328990228e+00,-5.337796791751941994e-01,-2.701922740527604727e+00,5.226323506836971333e+00,5.226959111586891638e+00,-4.693813412962200005e-01,6.616116507490185761e+00,4.891452878561917572e+00,6.033164740847288599e+00
9.164264286591120579e-01,9.674231528967307536e-01,-2.080074393406138089e+00,2.693222771650090053e+00,-5.630122689619707632e-01,5.148341904779039080e-01,6.093970864738022186e+00,4.375989109329739613e+00,-2.262852418509282870e+00,3.253090895327358734e+00,5.143223292101271049e+00,4.424456203474296245e+00
6.455961493516636507e-01,1.280927382243076229e+00,-1.905045654688751533e+00,1.415314383325836811e+00,-1.366699782267320806e+00,1.488353364690308878e+00,5.993014095948725029e+00,5.663699500937534381e+00,-5.375949927543592466e+00,4.127864241623477426e+00,5.749506903894103793e+00,1.749369021285917647e+00
1.579146930776830771e-01,1.672634254975262857e+00,-1.481153727250525964e+00,1.130489333255395579e+00,-8.576220968497063613e-01,8.751866702420707522e-01,5.507422646264366506e+00,5.434873638195527157e+00,-5.476225810067839816e+00,4.600462707919646732e+00,4.738172189305659643e+00,6.056550584723551012e+00
-2.909607925415798046e-01,8.724720745357827933e-01,-2.368999111916266997e+00,-1.715903225118668995e+00,-2.148380708258881278e+00,1.183998800131415230e+00,5.349573112733391866e+00,4.165787047009397170e+00,-3.323558655156205077e+00,3.223375661647526425e+00,4.119277002685489464e+00,4.599970682298828883e+00
-3.306645713722670132e-01,1.909979759437071767e+00,-2.031465225505575400e+00,-3.587823934881999577e+00,-2.860600747815385425e+00,-1.987472501142117043e+00,6.256079522580288099e+00,5.830789907284640528e+00,-5.847171202702261539e-01,2.975383640935380214e+00,5.490481902136949977e+00,4.387879926982361845e+00
4.263228177411126918e-01,2.157561582795937571e+00,-3.316935045948693705e+00,-2.940545435776955152e+00,-1.864903705361835584e+00,-2.524928902417629573e+00,6.628072144779578068e+00,6.395597652102816610e+00,-2.696110597254691044e+00,5.952264941109109309e+00,4.257662994441343329e+00,3.703930638641808493e+00
1.193366732033157351e+00,9.826325589930737792e-01,-2.516527984552010544e+00,-1.153359427414173854e+00,-1.706924925159805539e+00,9.752757465543318016e-01,6.304456315745788686e+00,5.489217295081757264e+00,-4.712329429705231831e+00,8.394840572117590938e+00,2.978300494010345023e+00,3.193680706741855779e+00
3.602778714187879761e-01,1.836253113768347767e+00,-1.211580301569618046e+00,8.376741731740589003e-01,-2.925237604631134580e+00,3.386650484928459992e+00,5.494203647555168324e+00,4.661456842424625435e+00,-4.605837326283065636e+00,5.816965219020976186e+00,3.351541411691269179e+00,7.093379900479445332e+00
7.232824621865587833e-01,2.360273753448378642e+00,-2.119738764212126370e+00,3.166679016710597150e+00,-1.933442555463390722e+00,7.646785509822175975e-01,5.160871861802658778e+00,3.943309158431016037e+00,-2.819566607777573175e+00,4.778156170584292539e+00,6.104584871203494245e+00,3.806052101117367137e+00
4.895188127295140856e-01,1.598400661269894441e+00,-4.059440643799568704e+00,1.761520509834790804e+00,-6.930824119684197981e-01,-1.602894020209124637e+00,5.354020572274483136e+00,5.675753062682611372e+00,-2.074769113012784771e+00,4.534992326556606557e+00,6.374140926240183802e+00,2.995667537325232388e+00
-1.417146712806542030e+00,1.162540749823484543e+00,-2.821661381645873767e+00,-1.864701162965589631e+00,-2.148300520105935973e+00,-3.204283294137773574e-01,6.828004225253447856e+00,4.848636180667226014e+00,-4.807445855863754502e+00,4.322166784119967353e+00,3.357618936239717744e+00,7.477707704377309028e+00
-1.223100535472626760e+00,2.399805049786160716e+00,-1.881675152841982834e+00,-2.051458864990816977e+00,-3.036353204927186411e+00,9.162349161972946909e-01,6.747155584887854829e+00,4.424131394752608415e+00,-5.172862866739350807e+00,3.714503085883650080e+00,4.530739860216478121e+00,5.588621204537695952e+00
-2.331620117532256398e+00,3.091363422104554726e+00,2.498570506945987368e-01,1.156413474997385782e+00,-2.338453850701846637e+00,8.381982775322298629e-01,5.346875066248663266e+00,6.416893309367024401e+00,-4.329012813825567463e+00,3.400418611958983206e+00,5.652205932632920593e+00,4.984056855741751058e+00
-2.663511555637592121e+00,2.035013611904984643e+00,2.174964038665803123e-01,2.002099711433644291e+00,-2.770177392028112084e+00,-3.737854810035730058e-01,4.668187886431102385e+00,4.793161363316138512e+00,-2.160875966280075389e+00,3.039640789342107574e+00,5.039753264893064078e+00,4.928799220242923163e+00
-1.080341765991819303e+00,1.594274693509639906e+00,-2.597492751680845480e+00,-5.159732943759440804e-01,-1.862695010933665074e+00,3.223788650687369195e-01,4.396700210807002129e+00,4.087088907698947615e+00,-2.788140969679977488e+00,2.753411555394968069e+00,5.138471736541990964e+00,4.463078872331661451e+00
7.757674270661434335e-01,8.185867493298183417e-01,-4.025774562613181118e+00,-1.778381660850697710e+00,-3.344381828802922119e+00,2.261965511720037125e-01,4.697408133444811895e+00,4.072430739626219598e+00,-4.819173401705640458e+00,3.401845223177136557e+00,4.451556870688682999e+00,6.392728433143465949e+00
7.611104818252114601e-01,-8.286425486551746156e-02,-8.714099597121982566e-01,-1.392322392271790887e+00,-2.010274344700349047e+00,-1.187859749674115672e+00,4.220067923014012123e+00,4.198593555867003779e+00,-6.339609891012745635e+00,4.219375112814422124e+00,4.609282730777004566e+00,3.743959361957657883e+00
6.790603894908642246e-02,3.587434096184727306e+00,1.621506077846056160e+00,2.664330740287865318e+00,-8.178962447624227305e-01,-2.098826921279402513e-01,3.445800902112551078e+00,4.990575469785755836e+00,-4.415085684552428447e+00,7.354874196964784616e+00,3.987913881285179318e+00,2.078377777453091824e+00
-2.114987211631105812e-01,5.188606737658716384e+00,-1.843969134213113703e-01,3.702957121339581548e+00,-2.006425116542370102e+00,2.737147109700642122e+00,1.169552537800597314e+00,4.655034887063085769e+00,-2.251466020449346850e+00,7.997480528203591454e+00,4.994447217168600517e+00,5.452196236741163382e+00
-2.044273108467230760e+00,5.835049444426541054e-01,-6.446928228212241763e+00,7.850216573166128864e-01,-1.431515617724336220e+00,-8.556040301668343950e-03,2.805575485367272748e+00,5.545649097145647133e+00,-2.639006556732358177e+00,4.314394547457116147e+00,6.591809101603595344e+00,5.870140067503667680e+00
-1.101726457346012822e-01,-1.620274964016493735e+00,-6.641148523763781064e+00,-1.094626423534234005e+00,-1.244275022996923497e+00,-2.347922786427476094e+00,2.986861694153729374e+00,6.013670007454654076e+00,-4.749572626239835671e+00,8.989575797021882586e-01,5.871049258764507783e+00,3.692157962858390707e+00
-1.355492099570392295e-01,-7.710785816490806077e-01,-7.460042509833926250e-01,-1.431969779711422142e+00,-6.658354460507525108e-01,-5.212556798169548644e-01,3.640715501686690558e+00,4.199800461076788949e+00,-6.923924389413915748e+00,2.409415786856320629e+00,4.723429037241177575e+00,2.118230114873473902e+00
1.066566345600753696e+00,-7.877368489464272594e-01,2.450416683951243790e+00,-7.293212181132470162e-01,-1.831209305352095917e+00,2.128019456441309631e-01,4.630997173162287872e+00,3.153504864869932423e+00,-5.121705788364117495e+00,4.961928494411546708e+00,5.848549132384527560e+00,4.270064162359655136e+00
1.193425803725096435e+00,-1.896760202919263172e+00,-8.562759139084471505e-01,1.806142938563724432e+00,-1.942094921675173724e+00,1.854619225282396755e-01,3.595501587468281190e+00,4.159012662003547689e+00,-2.807186266658452389e+00,6.385983535919036669e+00,7.004357507056047538e+00,6.747016245236693521e+00
2.083761271791886305e+00,-1.276720735151101849e+00,-5.479757520210992716e+00,2.606765689959579468e+00,-1.441777419428688312e+00,-1.139184854626122068e+00,3.426172540266504640e+00,5.032483969662179923e+00,-1.070486597603295564e+00,3.698943296325017283e+00,4.604898685711097173e+00,5.158872725905403023e+00
3.913190663892308852e+00,-1.838204721789715279e+00,-4.340440974661147422e+00,8.709417064315086998e-01,-1.368377580730800069e+00,7.857745914260003683e-01,4.206649879981476658e+00,6.144795896611343622e+00,-2.978755867683351433e+00,3.100088655314563901e+00,3.913506554336225740e+00,3.186174085507160747e+00
4.353600527808068499e+00,-3.456748851778082887e+00,-9.091876232287394721e-01,-1.666746966739525604e+00,-3.835541755542447806e+00,7.176915106309048609e-01,5.999160702075048590e+00,6.123954378276296850e+00,-3.942832587262444122e+00,6.505938216379314909e+00,4.494098247601696627e+00,4.785774580268420841e+00
5.751111549400718559e+00,-2.606365152484285463e+00,2.712259588367511576e+00,-3.002823022246964513e+00,-2.501744939896656028e+00,-5.772774549715806169e-02,7.052118926317236358e+00,4.556194363128761360e+00,-4.652746919986396890e+00,8.969322605193864817e+00,3.338448377151303603e+00,3.847965444282013703e+00
4.412564108108409044e+00,-2.197886789007060138e+00,-5.546879011168140972e-01,-1.945269973105419936e+00,-1.544695102302105383e+00,2.213139708179573395e-01,4.681231933766181186e+00,4.183559885287595925e+00,-2.610332668439563797e+00,7.894978062034469168e+00,3.369021545659768524e+00,4.544912566977936663e+00
3.799001718987409681e+00,-2.137054923626828806e+00,-4.457079794441984433e+00,1.226395757840899492e+00,-2.030637715223882811e+00,8.683575779812516271e-02,3.111532903220851853e+00,5.466003107294981511e+00,-2.524675485755767390e+00,4.537313889249458221e+00,2.228549041068664138e+00,6.596994726986956437e+00
2.235099628414229045e+00,-1.228748151889619278e+00,-6.116059378706810712e+00,2.226761373624125628e+00,-3.167429537191252198e+00,-8.899723588492577941e-02,2.739760515153621956e+00,5.488751323872038235e+00,-3.267075187526828017e+00,3.180835210134046687e+00,3.677150338628789594e+00,3.917626231455117569e+00
1.584180587095145309e-01,-7.852655966666166609e-01,-1.812135908497644499e+00,1.811381571465614071e+00,-3.868721454666545601e+00,-1.305486931701104858e+00,5.212141177367930034e+00,5.083612625330649948e+00,-4.227537965591771751e+00,2.436317686035841312e+00,4.677542309159430367e+00,2.750568805364736136e+00
-7.766652041322625877e-01,3.440854525018116616e-01,1.291619621175252419e+00,2.833256115689901211e+00,-2.566560115440099654e+00,4.448779037142117643e-01,4.720370609089600933e+00,4.390812785928678963e+00,-4.009024438940521406e+00,4.226275748530937015e+00,5.640016549047624395e+00,4.977936640280186786e+00
-1.666461426108118760e+00,1.785540568414713203e+00,1.805973667163951024e+00,3.702551833821285943e-01,-2.318949619335108014e+00,2.193260776215153474e+00,6.501093851038027616e+00,4.097104561187784988e+00,-3.380629817883458621e+00,4.993965235226390575e+00,5.038063111393355165e+00,5.840642169186212485e+00
-2.410407352193815633e+00,1.827937464828485625e+00,-2.753275686170967518e+00,-1.916569669564210932e+00,-4.188875821867550364e-01,-1.434728816777196769e+00,7.222656113864077909e+00,3.863332368140850015e+00,-3.557266307242549885e+00,4.348824044871342664e+00,5.264486958202708067e+00,4.345164796256563378e+00
-1.666239550604287967e+00,-6.080677676092065553e-01,-6.016779562497917233e+00,-1.597834161041584933e+00,-1.273227400451314217e+00,-8.484560339955301567e-01,6.599063039814783593e+00,4.026283348567725184e+00,-4.751951651617574157e+00,5.398147519999094257e+00,4.362588794554010718e+00,4.096358997545670455e+00
-1.655180023490592456e+00,-2.622239271382690529e+00,-3.750602427130766081e+00,-1.738716375420507276e+00,-2.284581807216647942e+00,2.062685576388656017e+00,5.465498868731979876e+00,5.571345962541135677e+00,-5.342053777125773451e+00,5.617987145165654006e+00,4.189733685873055613e+00,3.577745219813466715e+00
-2.004071539620203346e+00,-5.295128212567417059e-01,6.047322567267358062e-01,-1.965503770718391330e+00,-2.096982664784231787e+00,1.269103252111400681e-01,6.751060902271214914e+00,5.910331031458312623e+00,-6.200308696641878115e+00,5.715923284776542879e+00,4.030748268924964073e+00,4.600455274492318836e+00
-2.074304412279668330e+00,1.360712017343177704e+00,9.251475424004964587e-01,-2.383440075185935259e-01,-1.083413596973536785e+00,-9.697599544848316544e-01,6.441411052097585355e+00,5.461601793406312133e+00,-5.208872431540392256e+00,3.472725521286179617e+00,4.326691175634730158e+00,4.200401906248015571e+00
-2.612709753918561972e+00,-1.702468264429593536e-01,-3.373551225247855889e+00,7.280554488963435489e-01,2.319313567379489571e-01,8.094720158030519475e-01,6.446830655778663655e+00,5.538956232612101793e+00,-4.981796819407129817e+00,2.406619465325531948e+00,4.497009142654491143e+00,3.232925210389196558e+00
-5.287188450741622248e-01,-6.095815948953712260e-01,-6.264637216247125551e+00,8.323919370189192257e-02,6.473154449270844824e-01,7.835103380678738461e-01,5.984142948224764780e+00,5.229714827305749658e+00,-5.223713406750631449e+00,1.843460253666439286e+00,3.559375867868571408e+00,5.720746949205340215e+00
1.427558787308593757e+00,-1.557302632852491930e-01,-4.597806285564796092e+00,-1.317988961575996321e+00,-2.188784664657661416e+00,-1.067990096138581313e+00,4.565907732054268031e+00,3.579763228869906388e+00,-6.308078353552398099e+00,3.078447130025423473e+00,4.832425975578442667e+00,5.011868797950294052e+00
2.764127317348216373e+00,-2.686501783861952930e+00,-8.781008760933330937e-01,-1.878669373366243622e+00,-1.627916373166509167e+00,-2.543525014225115344e-01,2.474722339252600101e+00,4.017719734625418759e+00,-5.754602740312238396e+00,5.835979325068624490e+00,6.232338477435537705e+00,3.576325938558922779e+00
